name	length	8Cell_SRR17972758_Rep1_R1	8Cell_SRR17972759_Rep2_R1	8Cell_SRR17972760_Rep3_R1	8Cell_SRR17972761_Rep4_R1	8Cell_SRR17972762_Rep5_R1	8Cell_SRR17972763_Rep6_R1	8Cell_SRR17972764_Rep7_R1	8Cell_SRR17972765_Rep8_R1	8Cell_SRR17972820_Rep9_R1	8Cell_SRR17972821_Rep10_R1	8Cell_SRR17972822_Rep11_R1	8Cell_SRR17972832_Rep12_R1	8Cell_SRR17972833_Rep13_R1	8Cell_SRR17972834_Rep14_R1	8Cell_SRR17972835_Rep15_R1	8Cell_SRR17972836_Rep16_R1	8Cell_SRR17972837_Rep17_R1	8Cell_SRR17972838_Rep18_R1	8Cell_SRR17972839_Rep19_R1	8Cell_SRR17972840_Rep20_R1	8Cell_SRR17972841_Rep21_R1	8Cell_SRR17972842_Rep22_R1	8Cell_SRR17972843_Rep23_R1
PKD2	4974	25	0	0	0	0	0	0	0	73	96	120	30	0	0	0	0	1	0	0	0	0	55	0
PKD2L1	4656	0	0	49	0	0	0	0	0	10	3	18	0	0	0	162	0	0	75	72	0	0	0	0
PKD2L2	2438	3	0	0	0	0	0	0	0	11	26	4	49	0	0	0	0	0	0	70	3	0	0	0
PKDCC	2466	229	0	12	485	129	0	0	46	14	9	17	702	487	429	41	467	198	358	1094	2	179	1	1
PKDREJ	8514	0	0	0	0	0	0	0	0	1	0	4	0	0	0	0	0	0	0	0	0	0	0	0
PKHD1	12675	26	0	63	0	0	0	0	0	123	177	112	0	0	0	0	0	0	0	0	164	0	0	0
PKHD1L1	13626	0	0	0	0	0	0	120	0	14	12	10	0	0	0	0	0	0	0	0	46	1	0	0
PKIA	4100	507	0	0	0	4	0	86	4	510	408	1366	6	0	76	0	1	0	1	0	0	0	0	0
PKIB	1789	71	414	70	273	0	0	6	0	458	552	1346	133	26	114	0	15	38	62	0	10	89	0	0
PKIG	2049	201	24	92	0	25	0	26	0	23	8	15	138	134	81	25	46	124	129	203	56	135	5	0
PKLR	3071	0	0	128	0	12	0	0	0	18	7	5	0	412	52	0	95	2	0	66	0	0	0	0
PKM	2747	6401	2310	7022	3078	2729	1617	4162	284	2711	2275	6455	2882	1218	3503	2116	2634	1770	678	2328	330	1399	2734	54
PKMYT1	3138	1073	24	1941	368	1864	1406	1868	1009	42	52	19	804	1110	976	1919	1244	1469	690	2238	399	311	186	602
PKN1	3100	229	0	0	0	1153	0	0	0	10	13	21	0	15	268	0	326	60	0	0	0	0	0	1
PKN2	6507	32	88	98	0	64	0	2	51	1315	1148	1169	8	0	62	263	9	0	4	11	30	0	1818	0
PKN3	4157	0	16	290	0	0	0	356	0	2	3	8	74	1	238	0	59	0	222	68	1	2	0	0
PKNOX1	5334	415	74	258	6	171	185	531	21	277	235	334	194	294	185	210	700	35	485	440	455	441	24	357
PKNOX2	3880	0	1	0	0	0	7	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
PKP1	2606	1	0	0	0	409	0	0	434	0	2	0	409	1314	666	283	447	637	369	729	0	380	0	1
PKP2	3018	740	1194	2	13	1	11	0	0	164	271	100	0	317	0	0	3	96	0	5	23	0	0	0
PKP3	2954	0	0	0	0	0	0	923	0	3	0	1	0	0	1	0	0	0	103	0	0	1	0	0
PKP4	5260	18	849	336	0	2	176	0	0	248	206	180	85	171	90	371	288	40	240	122	284	97	188	284
PLA1A	9319	29	0	0	0	0	0	0	0	3	0	2	0	0	0	0	1	0	0	0	0	0	0	0
PLA2G12A	3807	509	506	536	309	248	976	283	474	479	486	402	0	335	228	978	645	0	240	1268	660	697	28	19
PLA2G12B	1040	0	1	0	0	0	0	0	0	28	9	19	0	0	0	0	2	0	0	47	115	0	0	0
PLA2G15	2732	12654	7175	22956	14562	12661	6827	8078	5326	332	255	167	8272	4665	8976	7141	7222	9145	4404	11649	5447	737	2417	4333
PLA2G16	3775	1	170	60	0	347	205	0	311	236	181	578	354	167	205	122	229	347	118	791	433	746	0	0
PLA2G1B	623	0	0	0	0	0	0	0	0	0	1	8	0	0	0	0	0	0	0	0	0	0	0	0
PLA2G2A	1683	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0
PLA2G2C	4189	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PLA2G2D1	2268	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PLA2G2D4	2407	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PLA2G2E	429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PLA2G2F	5110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PLA2G3	2606	0	0	0	0	0	0	0	0	22	3	15	0	0	0	0	0	0	0	0	0	0	0	0
PLA2G4A	2888	0	0	320	0	16	0	0	0	555	538	490	0	0	0	133	55	0	0	16	1	0	2	20
PLA2G4B	5188	0	0	0	550	0	0	0	0	2	1	5	0	0	0	0	129	3	4	101	0	0	0	0
PLA2G4D	3629	0	0	318	0	0	0	394	0	9	1	5	454	0	0	189	718	30	22	0	0	0	0	0
PLA2G4E	4999	0	0	0	0	0	0	0	0	4	4	0	0	0	0	0	0	0	0	0	0	0	0	0
PLA2G4F	2969	0	0	0	0	0	0	0	0	2	0	0	2	0	322	360	0	0	0	0	78	0	0	0
PLA2G5	1364	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PLA2G6	3339	1	0	305	88	1658	193	729	0	34	28	37	505	746	141	452	637	40	352	586	408	333	43	18
PLA2G7	2319	0	0	0	0	0	0	0	0	103	78	152	0	0	0	0	0	0	0	0	0	0	0	0
PLA2R1	8776	0	2	0	0	0	0	0	0	7	5	1	0	0	0	0	0	0	0	0	0	0	0	0
PLAA	2777	466	0	1002	56	685	372	1024	0	1181	1573	1130	736	319	610	141	713	1	348	647	144	157	75	69
PLAC1	929	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	9
PLAC8	3885	146	1	77	0	0	0	39	0	124	179	99	0	0	0	0	0	0	1	0	0	0	1	0
PLAC8L1	540	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PLAC9	1112	474	789	838	488	513	178	1532	0	396	248	1091	818	115	241	0	147	34	48	114	58	32	546	0
PLAG1	8743	72	2	693	50	2	199	0	0	138	138	89	50	29	88	3	169	192	138	140	280	308	661	415
PLAGL1	3994	123	0	453	0	749	612	1026	0	542	609	251	63	447	243	60	85	603	279	155	558	195	16	28
PLAGL2	5671	1	0	2	0	1089	0	1	0	26	24	37	0	541	0	31	487	393	6	744	495	36	2	21
PLAT	2475	14192	5398	4235	2021	700	209	11	1219	2326	2668	11258	765	652	107	0	0	394	151	0	21	0	4	0
PLAU	3143	2	0	271	0	0	0	0	0	43	30	128	0	0	0	0	0	132	0	0	0	0	0	0
PLAUR	1308	2071	566	5352	2736	2445	3573	3943	3373	3284	3635	7141	5614	4306	5585	4860	6690	7216	11288	23040	8267	5962	3083	740
PLB1	4740	55	0	356	0	43	0	179	0	29	41	15	0	985	0	234	386	117	578	316	0	0	86	0
PLBD1	2432	0	0	0	0	0	0	0	0	43	47	53	0	0	0	0	0	0	0	0	0	86	0	0
PLBD2	2653	3201	1065	4916	660	1990	870	1698	0	86	77	311	1737	91	4	324	37	118	838	2	55	2	946	5
PLCB1	6881	0	0	0	0	0	0	16	0	109	129	427	0	19	0	0	30	0	0	0	28	180	0	0
PLCB2	4771	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0
PLCB3	5280	75	825	138	1	17	0	47	0	24	17	12	87	0	118	165	0	0	7	13	126	19	25	50
PLCB4	6917	0	0	0	0	10	0	6	0	298	439	1038	0	34	1	0	0	0	26	0	15	17	3	30
PLCD1	2985	0	0	0	0	0	0	0	0	13	14	67	0	0	4	1	0	1	147	30	1	122	0	0
PLCD3	3198	0	1	86	0	98	1	8	5	0	1	3	0	0	99	37	21	0	104	173	39	0	8	0
PLCD4	5886	7	0	0	0	0	0	0	0	18	17	3	0	0	0	0	0	0	0	0	0	0	0	0
PLCE1	8809	0	0	0	64	0	0	0	0	89	71	312	0	0	3	0	0	0	0	0	0	1	0	0
PLCG1	4321	215	0	319	103	420	0	22	0	13	21	20	442	0	798	1038	547	376	558	37	1	383	1561	2
PLCG2	7275	0	0	1	0	245	336	0	58	88	54	46	6	359	122	693	485	20	963	434	125	181	100	0
PLCH1	12168	372	0	38	1	410	295	547	67	98	90	39	224	0	459	61	545	473	424	618	337	108	81	126
PLCH2	5276	0	0	10	0	63	0	0	0	1	0	0	296	0	274	0	52	0	0	0	0	52	0	0
PLCL1	5957	0	0	0	0	171	215	0	0	37	36	42	0	0	0	0	0	0	0	0	0	152	0	0
PLCL2	5179	0	0	35	0	0	0	0	0	53	31	49	420	0	5	1	101	296	30	145	18	0	0	0
PLCXD1	1530	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	357	0
PLCXD2	7719	0	0	0	0	0	0	0	0	6	28	9	0	0	0	0	0	0	0	22	0	0	0	0
PLCXD3	2171	0	0	0	0	0	0	0	0	3	0	22	0	0	0	0	0	0	218	0	1	0	0	0
PLCZ1	2370	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PLD1	6731	0	0	0	0	0	0	0	0	84	74	214	0	0	0	0	0	0	0	0	0	0	0	0
PLD2	3447	180	192	86	0	6	35	0	0	24	26	89	4	204	15	0	0	227	0	231	3	0	0	1
PLD3	3884	2098	1	3006	2280	1953	768	3260	0	196	140	616	357	22	146	202	156	167	316	253	28	83	37	21
PLD4	1902	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PLD5	2497	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PLD6	936	1040	451	705	153	868	1137	608	380	13	61	6	337	79	429	257	534	464	297	455	651	203	28	10
PLEC	16814	2149	790	2117	327	1767	618	2203	863	70	58	131	1876	183	2368	866	1665	392	1274	336	1009	184	2301	560
PLEK2	1455	35	0	260	155	86	132	3	0	77	88	81	7	381	116	333	445	318	599	140	391	587	758	26
PLEK	2782	0	0	0	0	0	0	0	0	30	62	294	0	0	0	0	0	0	0	0	0	0	0	0
PLEKHA1	4098	1343	848	305	212	363	497	53	45	802	452	813	320	0	607	209	215	230	189	346	135	37	844	50
PLEKHA2	5832	0	0	258	244	90	0	219	0	108	138	235	172	605	279	430	365	631	336	655	260	341	129	1
PLEKHA3	4315	166	13	53	433	428	46	386	8	206	207	168	179	119	35	128	139	26	130	265	195	38	171	140
PLEKHA4	2814	0	0	0	0	21	23	22	0	11	13	30	1	186	0	19	32	128	2	61	19	82	12	0
PLEKHA5	5242	312	328	3	0	0	0	0	0	911	844	514	108	0	152	0	35	9	0	0	0	6	0	0
PLEKHA6	10506	379	485	1139	1287	1898	1491	2402	1440	105	128	119	2111	1462	4326	3224	2908	3610	4143	10728	4999	4789	2165	1143
PLEKHA7	7791	20	1	525	683	6	586	171	342	76	38	48	974	13	729	855	1020	449	775	1773	525	1030	76	333
PLEKHA8	8505	181	1	54	0	56	0	30	148	201	207	333	108	0	13	0	19	0	6	94	133	141	190	34
PLEKHB1	2415	46	0	483	7	392	575	649	130	40	25	220	1262	1367	1179	660	741	1420	1262	1200	96	190	86	58
PLEKHB2	3479	680	749	421	0	0	56	897	0	642	777	998	556	769	1782	709	1460	968	556	1212	637	243	27	0
PLEKHD1	3965	96	825	184	1	448	5	271	0	11	4	10	571	279	330	767	110	698	278	1205	372	0	1	549
PLEKHF1	2947	0	0	2	0	585	0	0	1127	9	17	11	361	0	1	0	79	443	8	219	0	0	0	0
PLEKHF2	3182	87	1	174	116	28	0	171	308	255	180	132	123	133	185	154	125	79	384	361	439	170	73	7
PLEKHG1	8828	333	443	290	0	107	124	428	58	355	294	336	592	93	465	655	1076	449	1024	1301	894	1175	1231	829
PLEKHG2	5303	58	0	94	21	17	237	920	0	8	5	11	170	115	298	58	312	0	131	224	20	96	51	0
PLEKHG3	5531	24	0	337	505	366	308	476	443	70	38	74	3	17	621	708	430	410	178	119	104	617	4	3
PLEKHG4	4794	2121	2	1867	1695	2646	0	2	218	120	240	183	1000	1679	71	425	3	0	379	1	123	1045	1698	1
PLEKHG5	6668	0	0	0	0	1	0	0	0	4	2	9	0	268	0	0	0	0	0	30	0	354	47	0
PLEKHG6	3047	0	0	1	0	0	0	670	0	15	17	17	315	0	319	0	107	0	232	0	64	0	0	0
PLEKHG7	5520	113	173	575	9	337	3	0	0	397	543	234	231	432	312	50	203	99	301	376	755	33	277	14
PLEKHH1	5660	0	0	537	616	515	0	1053	640	30	37	34	2078	113	3172	1798	3268	655	1655	1253	646	154	1254	21
PLEKHH2	6645	0	13	0	0	0	0	0	0	62	31	84	0	0	0	0	0	0	0	0	0	0	0	0
PLEKHH3	3653	107	1	239	232	321	0	299	165	10	4	9	69	443	383	394	181	297	204	488	31	279	72	0
PLEKHJ1	3015	5179	1960	13864	7807	8725	5518	5903	3676	612	658	574	7349	7202	4370	2875	2705	4968	3941	10287	2128	3818	2869	189
PLEKHM1	5951	454	509	3290	1362	1470	1385	2810	23	45	43	35	5731	5397	7015	1898	8748	4909	3462	4475	2283	1068	2771	303
PLEKHM2	4261	0	48	77	178	1	182	940	336	28	7	43	0	2	267	397	333	0	225	299	357	38	15	71
PLEKHM3	9097	8	0	270	0	0	0	757	0	52	98	46	2	645	815	0	64	0	35	400	424	0	164	0
PLEKHO1	2099	1	805	148	73	0	0	8	344	57	16	72	196	90	230	14	148	298	286	701	440	239	99	0
PLEKHO2	3617	1	155	0	0	0	453	0	1	17	11	20	0	0	173	0	242	0	417	1	170	213	18	0
PLEKHS1	4010	0	0	0	0	0	0	0	0	7	1	2	0	0	0	0	0	0	0	0	0	0	0	0
PLG	2736	0	0	106	0	0	0	0	0	3	5	3	0	0	0	0	115	0	71	123	280	30	0	0
PLGRKT	964	92	0	75	225	98	0	1	0	600	503	1245	0	115	5	0	0	0	27	47	0	154	0	0
PLIN1	3293	0	0	0	0	0	0	0	0	0	4	2	0	0	0	0	0	0	0	0	0	0	0	0
PLIN2	2477	1516	5774	2473	1324	1351	1281	2740	2217	4906	5325	9067	2800	2795	3989	1913	4215	2192	5606	6200	2379	1480	1683	304
PLIN3	3292	496	0	773	0	1460	462	0	0	46	38	218	523	0	1	674	757	662	8	539	3	0	3	0
PLIN4	7337	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
PLIN5	1882	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58	0	0	0	0	0	0	0	0
PLK1	2170	4792	3523	6716	3505	7885	6199	7126	7250	308	288	162	8552	7718	15080	10563	16906	12414	14534	23945	6499	6275	6800	2610
PLK2	2757	455	168	19	41	468	51	49	0	859	895	898	89	43	138	25	19	0	296	215	86	67	133	79
PLK3	3190	7998	3295	9734	4419	2718	4219	6316	3144	165	89	209	6743	8844	13887	9260	14035	17177	13064	19619	2840	3348	3310	3346
PLK4	3443	49	0	446	245	45	0	59	0	847	881	933	0	0	0	0	135	3	8	31	32	159	0	0
PLK5	1818	11	362	152	0	0	55	0	970	6	8	1	152	238	127	0	468	504	437	970	282	85	11	1
PLLP	1511	0	0	0	0	0	0	0	0	10	1	10	0	0	0	54	1	0	37	30	0	0	0	0
PLN	4874	0	0	76	0	0	0	0	0	68	21	64	0	0	0	0	0	0	0	0	0	0	0	0
PLOD1	3079	2	0	1172	0	552	0	717	0	114	64	466	125	541	1	0	0	0	0	0	0	0	0	1
PLOD2	3903	670	822	950	351	241	1	0	68	5545	3975	9313	4	0	0	0	11	11	6	88	2	12	17	2
PLOD3	2889	613	210	586	639	695	803	814	3584	64	29	229	121	239	579	0	1339	447	0	112	343	50	1	0
PLP1	2924	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PLP2	928	297	1190	1908	957	673	437	1730	718	652	591	1570	405	424	188	1	499	0	288	776	440	479	2	0
PLPBP	2201	10368	4667	10979	6155	5466	3705	1265	4359	2038	1852	1149	3143	4843	4458	2562	3914	1967	4922	4869	3117	2928	4863	1672
PLPP1	3101	274	0	348	0	42	0	262	0	159	163	304	0	3	253	0	292	210	193	366	248	4	71	0
PLPP2	1260	980	0	1127	798	1444	335	973	6	122	63	106	563	320	452	395	402	485	1016	1353	908	727	609	0
PLPP3	1588	219	0	247	0	0	0	0	0	61	64	85	0	0	0	245	104	215	0	0	92	540	0	0
PLPP4	857	0	0	126	0	0	0	0	0	4	5	3	0	0	0	0	139	0	15	79	0	0	1	0
PLPP5	1966	0	0	37	0	0	137	554	45	105	91	183	19	29	0	0	0	0	180	0	160	0	0	38
PLPP6	1147	190	1	129	411	0	0	0	414	33	36	59	351	276	0	0	62	0	0	7	462	0	0	0
PLPP7	1950	2745	851	2948	843	1801	698	3219	2007	138	109	471	2223	390	953	365	376	0	7	107	107	361	5	0
PLPPR1	2855	47	0	145	0	88	97	629	209	17	27	27	152	122	232	88	170	42	188	487	158	328	337	0
PLPPR2	4339	0	0	0	440	0	0	946	0	0	1	2	502	148	6	0	62	19	174	344	14	193	0	1
PLPPR3	2406	0	0	0	0	1	0	3	0	1	1	2	72	176	55	135	215	174	94	105	73	0	280	7
PLPPR4	5123	0	0	0	0	0	0	0	0	12	41	22	0	0	0	0	0	0	0	0	0	0	0	0
PLPPR5	4527	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0
PLRG1	3321	1834	559	1146	84	1237	8	6	295	3364	3085	2559	355	563	65	259	537	911	136	826	728	238	953	15
PLS1	3336	2	1	145	1	24	195	315	29	29	50	13	7	74	198	219	145	67	72	188	111	130	157	80
PLS3	3312	1	0	1495	443	47	0	467	0	2883	4556	4084	0	18	0	439	0	1	58	1	5	0	1120	0
PLSCR1	4955	0	0	0	0	0	0	0	0	0	5	11	0	0	0	0	0	0	0	0	0	0	0	0
PLSCR2	2251	133	507	93	642	184	0	0	0	1032	1008	1727	0	14	0	0	0	51	0	0	120	25	0	0
PLSCR3	1969	0	955	617	392	966	23	474	736	19	14	48	669	550	1046	457	796	811	719	1106	221	893	399	2
PLSCR4	3436	0	239	26	0	0	0	0	0	285	219	249	0	0	0	0	0	0	9	1	0	0	0	0
PLSCR5	1168	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
PLTP	2616	0	0	0	0	0	0	0	0	5	6	11	0	0	0	0	18	0	0	8	0	0	0	4
PLVAP	2030	91	833	974	258	481	174	0	0	77	268	103	271	0	792	967	771	992	589	725	360	145	524	0
PLXDC1	2828	0	0	24	183	0	0	56	0	3	3	2	0	1	88	157	291	0	104	220	92	289	15	1
PLXDC2	13745	46	9	377	17	0	0	402	0	89	115	563	395	444	208	92	235	109	441	484	243	190	223	81
PLXNA1	9621	287	144	194	1164	125	2	205	0	21	10	30	633	296	1432	636	543	2	462	1085	185	286	3	6
PLXNA2	12231	0	0	0	0	415	0	0	0	7	21	58	1	0	77	0	0	0	0	466	1	396	2	0
PLXNA3	1746	0	0	0	0	0	0	0	0	0	7	12	1	0	63	198	0	0	0	0	2	0	0	0
PLXNA4	13309	24	0	234	323	0	0	475	0	54	19	109	1	294	1	0	0	0	60	22	15	199	0	18
PLXNB1	7935	1	0	240	0	0	0	0	0	6	8	27	1	3	108	0	81	0	19	0	0	0	0	0
PLXNB2	7093	2098	0	191	0	585	74	4	97	81	31	165	2142	1210	663	227	333	1	158	895	596	219	0	0
PLXNB3	6624	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0
PLXNC1	7127	63	0	51	0	336	6	0	0	318	312	236	35	1952	185	12	14	69	29	39	69	4	332	824
PLXND1	6774	48	0	687	0	0	1	175	1013	10	5	4	474	312	326	605	556	721	1303	153	61	24	140	0
PM20D1	2175	545	0	424	0	190	0	0	0	136	97	54	0	454	29	292	1	225	1	296	1	0	0	0
PM20D2	1287	0	0	0	0	0	0	0	0	15	23	28	0	0	0	249	0	0	0	0	0	0	0	0
PMAIP1	2393	83	0	0	0	25	0	5	0	160	144	135	0	20	44	0	21	46	17	132	0	0	0	0
PMCH	534	0	0	0	0	0	0	0	0	2	4	3	0	0	0	0	0	0	0	0	0	0	0	0
PMEL	2508	0	235	925	0	316	233	0	699	68	108	50	0	783	975	495	786	765	710	407	786	12	9	1
PMEPA1	4849	218	52	0	4	11	95	0	0	99	73	390	3	0	0	0	11	0	0	0	0	0	1	0
PMF1	1098	988	104	342	0	586	1117	1644	1558	162	134	218	236	465	550	1	198	592	445	633	715	518	0	0
PMFBP1	4480	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0
PML	7709	0	0	420	0	1	0	432	221	15	6	16	426	0	320	557	131	154	353	5	66	78	0	0
PMM1	1561	6125	5788	10761	5924	8460	6896	10505	5408	597	619	427	7034	5514	3760	6698	6482	6357	4977	14519	4732	2888	4839	2262
PMM2	2317	1411	1789	1020	629	487	0	474	15	161	141	100	290	0	300	379	505	925	139	208	289	265	241	678
PMP2	1485	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
PMP22	1951	91	0	347	0	95	0	0	54	76	39	48	213	86	1	1	170	191	1	176	598	72	4	0
PMPCA	2319	2105	54	4549	2375	1870	913	824	0	134	104	181	864	1065	261	0	805	1115	218	699	354	732	1099	0
PMPCB	1611	210	0	0	0	61	0	1	0	1109	1059	1773	5	0	215	0	330	0	0	45	44	0	2	0
PMS1	3536	176	0	1	426	0	0	0	0	743	606	501	33	58	0	8	13	126	2	1	164	218	43	265
PMS2	3229	23	97	167	0	326	2	0	157	138	176	137	0	0	6	0	154	208	0	35	62	0	1	35
PMVK	6653	223	1	325	470	0	303	1159	584	101	89	185	0	0	120	0	98	376	145	0	0	0	2	0
PNCK	1718	0	0	15	0	0	0	0	0	0	5	0	0	0	76	0	0	0	0	0	78	0	0	0
PNISR	3882	141	50	146	20	53	363	0	0	628	1024	1078	0	0	32	0	49	0	29	0	16	0	310	19
PNKD	3725	507	0	261	120	502	370	298	215	156	167	101	120	235	176	252	63	54	73	237	149	159	42	0
PNKP	2253	1157	1	249	282	453	726	433	4	29	16	31	778	176	634	981	1398	17	574	1110	252	253	269	206
PNLDC1	7027	266	99	824	884	1241	1480	1295	248	224	149	98	1384	542	1697	829	2285	1249	1995	2668	1252	1698	913	546
PNLIP	1480	0	0	25	0	0	0	0	0	6	5	0	0	0	0	0	0	0	0	0	0	0	0	0
PNLIPRP2	1602	0	0	0	0	0	0	0	0	32	45	11	4	0	0	0	0	0	0	0	0	0	0	0
PNLIPRP3	5520	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PNMA1	2653	0	0	0	0	227	0	0	0	4	1	9	0	0	0	0	78	0	67	4	103	0	1	0
PNMA2	4356	0	0	23	0	0	0	2	0	13	14	14	0	0	0	0	0	0	0	0	0	0	0	0
PNMA5	1659	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PNMA6E	3662	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PNMA8A	3743	0	0	0	0	0	0	0	0	2	0	8	1	0	0	0	0	0	0	0	0	0	0	0
PNMA8B	5844	0	0	32	0	0	0	0	0	0	0	0	0	1	0	0	6	0	0	0	0	0	0	0
PNMT	1045	0	0	173	0	1	0	291	0	7	2	18	0	0	0	0	0	108	0	0	0	0	0	0
PNN	5925	755	621	538	1940	961	562	859	3	3774	4483	2968	480	349	652	204	724	351	398	404	328	382	1159	721
PNO1	1166	2412	1091	723	750	1280	1308	485	436	2665	3049	2305	137	656	370	633	667	693	806	1161	789	754	34	46
PNOC	1423	0	70	72	0	166	0	3	0	2	3	2	11	27	185	77	36	223	156	35	218	235	439	0
PNP	2176	13349	6376	13374	6204	8457	4156	2752	1259	12109	19447	16934	4083	2047	3781	1830	1803	1564	2101	1267	2598	1400	4240	562
PNPLA1	9524	0	2	21	0	0	0	0	0	7	15	3	0	51	0	0	32	0	0	51	1	0	0	127
PNPLA2	2179	9	1	29	0	0	24	0	524	4	2	12	2	23	117	57	81	176	52	241	204	22	2	1
PNPLA3	1772	0	0	496	575	112	0	1	0	42	40	81	259	653	506	1106	467	1011	210	1265	253	636	0	538
PNPLA4	3032	138	30	182	99	432	112	87	873	166	163	124	123	0	187	21	188	179	87	119	184	283	129	69
PNPLA5	1479	0	0	0	0	48	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0
PNPLA6	6167	2	14	1227	2	920	161	3	371	34	26	52	1449	45	1578	795	784	225	429	677	319	0	2	4
PNPLA7	5065	0	166	0	1471	61	1	0	744	31	42	31	46	74	74	212	260	209	6	92	0	69	1	132
PNPLA8	4717	85	1	7	0	446	473	0	0	489	444	494	2	0	0	0	115	0	5	13	30	70	0	0
PNPO	1482	28	0	1184	0	0	418	0	0	193	201	185	326	359	380	0	226	488	475	796	97	867	739	2
PNPT1	3161	924	821	107	88	363	69	36	286	1499	1760	1376	111	139	179	0	14	80	15	189	67	175	74	0
PNRC1	1765	12426	10675	11846	7054	12115	4431	5380	5137	6096	7609	3479	4286	3955	4281	3826	5477	6134	7582	10197	7240	5760	8585	1742
PNRC2	2426	234	623	67	0	271	301	9	0	791	647	1291	59	0	9	0	3	0	44	0	27	130	29	66
POC1A	2402	4414	2550	10584	9333	5581	5321	12655	4999	862	527	574	18084	10110	15405	16356	19129	14905	21265	36408	10991	8234	6059	4037
POC1B	3828	0	0	0	0	86	0	0	0	163	128	198	0	0	4	0	11	0	31	0	69	4	0	1
POC5	4206	1389	0	299	637	1067	0	227	0	691	642	519	403	81	148	54	377	49	106	39	303	69	364	327
PODN	5049	0	0	0	0	0	1	0	310	0	0	0	0	0	0	0	0	0	49	262	123	0	0	0
PODNL1	3682	571	0	0	0	0	0	0	0	4	0	13	0	0	1	0	0	0	0	0	1	0	0	0
PODXL2	2014	1211	0	1733	0	933	0	0	0	18	16	60	359	172	3	0	0	338	66	0	5	0	0	0
PODXL	5654	0	58	27	13	120	148	324	26	51	36	22	91	60	82	72	82	40	32	230	301	295	42	530
POF1B	3799	0	0	1	0	0	0	0	0	3	1	5	0	0	0	0	0	0	0	0	0	0	0	0
POFUT1	6303	1197	4	28	0	9	608	299	0	58	80	71	449	0	83	0	57	0	7	7	2	0	2	52
POFUT2	2230	5254	2139	8360	5494	3147	3831	5091	4349	108	87	234	2516	3427	3634	2356	4070	3391	3762	4656	2559	1499	1611	1
POGK	5143	15	0	206	0	360	0	178	6	183	175	304	23	100	111	498	206	0	1	75	3	151	0	0
POGLUT1	2480	1	0	42	170	100	0	0	0	48	45	155	0	0	0	0	0	0	0	0	0	0	0	0
POGZ	6712	910	18	197	17	217	0	4	0	269	210	363	2	0	177	63	655	779	230	426	43	244	37	19
POLA1	5934	1	2320	198	82	24	1	1	0	268	382	334	0	11	5	0	3	0	5	78	6	32	3	233
POLA2	3278	16	2	612	18	579	43	125	0	83	92	126	5	41	485	450	618	106	497	875	464	263	457	1
POLB	1305	1267	1535	2208	1471	566	643	210	288	2958	2959	2346	236	380	612	453	344	232	666	545	395	219	278	329
POLD1	3527	1407	36	1339	1275	2995	491	372	1338	90	80	71	603	926	1225	551	1136	970	1364	1376	1105	489	344	4
POLD2	2296	1822	5	2503	619	865	612	1618	726	181	226	138	1486	512	403	1218	958	2518	1224	1630	2026	1524	258	509
