name	length	Morula_SRR17972742_Rep1_R1	Morula_SRR17972743_Rep1_R1	Morula_SRR17972744_Rep1_R1	Morula_SRR17972745_Rep1_R1	Morula_SRR17972746_Rep1_R1	Morula_SRR17972747_Rep1_R1	Morula_SRR17972748_Rep1_R1	Morula_SRR17972749_Rep1_R1	Morula_SRR17972750_Rep1_R1	Morula_SRR17972751_Rep1_R1	Morula_SRR17972752_Rep1_R1	Morula_SRR17972753_Rep1_R1	Morula_SRR17972754_Rep1_R1	Morula_SRR17972755_Rep1_R1	Morula_SRR17972756_Rep1_R1	Morula_SRR17972757_Rep1_R1	Morula_SRR17972786_Rep1_R1	Morula_SRR17972787_Rep1_R1	Morula_SRR17972788_Rep1_R1	Morula_SRR17972789_Rep1_R1	Morula_SRR17972817_Rep1_R1	Morula_SRR17972818_Rep1_R1	Morula_SRR17972819_Rep1_R1
THBS2	4209	0	136	77	15	49	4	25	0	133	0	39	13	39	13	11	0	0	32	259	0	125	125	63
THBS3	3155	1	0	0	21	0	2	0	0	0	0	13	7	0	0	0	0	0	0	0	0	4	12	7
THBS4	3220	510	0	106	5	69	0	7	9	64	0	195	0	215	10	0	1	326	44	7	0	15	33	15
THEG	1329	0	0	1	0	0	0	0	0	0	0	65	0	0	0	0	0	0	0	0	0	0	0	0
THEGL	1875	9	0	138	0	8	0	0	0	32	0	0	0	21	95	121	0	66	0	38	0	25	31	67
THEM4	1285	465	0	0	18	0	0	0	0	71	6	20	0	76	7	0	0	464	341	62	0	248	392	348
THEM5	818	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
THEM6	2122	1136	134	0	70	319	0	0	1	9	4	152	0	44	3	14	0	450	65	697	0	4	7	13
THEMIS2	3959	0	0	0	0	0	0	2	0	0	0	41	0	0	11	0	0	0	0	0	0	1	11	8
THEMIS	4031	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
THG1L	2503	196	1	197	50	131	7	70	122	127	0	0	382	125	11	1	0	0	65	797	0	331	350	325
THNSL1	7650	0	0	0	0	0	36	0	0	0	0	122	0	0	0	8	0	0	0	0	0	26	56	48
THNSL2	4235	433	128	11	3	0	1	0	0	125	56	31	0	16	2	3	0	39	139	191	0	39	31	34
THOC1	3809	197	166	188	25	5	12	115	367	99	6	3	14	35	31	397	5	36	72	162	7	1619	1839	2090
THOC2	8587	13	656	9	213	6	31	46	91	80	73	0	24	46	179	1	38	723	17	523	1491	2644	3466	2273
THOC3	1519	3179	1617	1777	430	533	797	271	612	1416	11	1247	1291	892	131	479	26	2519	3706	4070	1	835	1085	930
THOC5	2528	600	658	873	279	167	359	171	227	788	6	526	596	353	290	730	155	1870	900	2041	1	303	302	381
THOC6	1320	2714	952	1680	395	1988	319	413	1180	376	405	418	837	554	33	320	362	1871	1346	1844	2949	219	347	319
THOC7	1541	178	300	138	175	191	17	379	606	85	7	88	98	20	40	266	25	163	156	162	385	749	734	734
THOP1	2517	333	127	451	302	331	15	2	3	888	249	2899	8	953	17	10	100	960	1302	1970	149	95	154	172
THPO	2543	0	0	0	7	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	5	1
THRA	5864	0	0	1	3	1	5	0	0	1	0	2	0	3	0	315	0	2	0	0	8	0	3	0
THRAP3	4898	850	680	143	232	174	116	34	65	89	308	447	510	47	59	36	15	188	109	1217	1	2003	2772	2930
THRB	7427	14	15	47	0	2	0	25	0	0	0	0	0	16	0	0	0	0	8	0	0	9	13	12
THRSP	1390	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	4
THSD1	3014	303	81	1101	35	1	192	0	78	63	1	655	362	198	274	0	15	656	30	40	0	19	17	33
THSD4	867	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0
THSD7A	10748	0	0	0	0	0	0	0	0	23	0	40	0	49	0	0	0	0	0	2	0	6	14	24
THSD7B	5958	17	0	0	4	0	0	0	7	55	0	3	0	55	0	1	0	0	0	28	0	6	2	4
THTPA	2920	52	0	63	75	0	0	0	0	170	0	165	0	27	0	1	0	0	0	0	0	1	3	0
THUMPD1	4629	312	245	143	90	329	156	66	161	109	124	50	185	51	105	75	2	172	82	382	0	568	716	875
THUMPD2	5533	6	1	10	10	13	6	90	79	98	56	19	0	20	8	0	35	67	5	112	0	103	102	169
THUMPD3	3678	252	21	377	140	59	91	1	172	272	13	98	24	13	87	681	8	315	425	271	1049	1220	1485	1400
THY1	1924	161	24	273	3	268	0	0	417	97	17	41	0	35	0	0	0	139	67	26	0	16	41	45
THYN1	1356	991	1290	1951	367	1652	664	892	32	365	65	613	37	567	40	598	34	786	1243	1415	2	296	359	492
TIA1	8458	1	38	483	45	1	45	1	0	62	9	87	2	20	81	1	7	0	12	83	0	395	363	381
TIAF1	794	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TIAL1	5062	51	17	59	71	4	0	33	49	72	9	133	57	31	71	69	22	42	32	247	216	680	925	648
TIAM1	8150	999	409	827	250	451	233	237	19	635	136	401	323	331	485	156	10	735	269	1117	191	327	504	439
TIAM2	7687	296	80	337	43	336	0	47	0	307	158	925	88	372	34	582	36	213	132	599	0	87	123	119
TICAM1	3094	0	0	0	52	0	0	0	0	107	12	111	0	0	116	0	0	0	89	0	0	1	3	2
TICAM2	2797	33	0	0	2	11	0	311	0	5	5	0	0	8	0	0	0	2	11	0	0	151	103	179
TICRR	6381	190	111	465	84	3	40	151	6	191	1	111	455	71	53	19	0	12	88	182	0	166	254	301
TIE1	3641	1	0	0	0	0	0	1	0	2	0	12	0	63	0	0	0	0	0	8	0	2	0	3
TIFA	1818	0	0	45	6	162	0	10	15	33	183	243	0	47	0	0	0	0	18	43	0	111	75	120
TIFAB	1235	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TIGAR	5746	720	209	800	221	735	77	446	783	758	306	1451	690	691	29	661	3	802	685	767	1	431	568	450
TIGD2	3476	185	777	12	27	176	1	146	2	300	45	68	6	48	33	74	0	82	71	21	0	280	338	256
TIGD3	2539	77	0	0	21	0	0	1	1	0	0	6	0	83	0	0	0	0	0	149	0	4	7	6
TIGD4	5179	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	0
TIGD5	4389	536	74	207	160	0	177	31	0	331	0	222	219	59	53	0	0	7	74	250	370	19	14	19
TIGD7	3854	0	0	0	8	0	0	0	0	0	0	3	0	23	0	0	0	0	0	0	0	87	67	27
TIGIT	3753	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TIMD4	1118	27	7	1	7	0	22	17	0	19	10	15	0	64	71	16	0	0	17	6	0	34	28	20
TIMELESS	5532	935	651	1085	320	2037	24	485	4	1035	14	1953	16	383	198	37	3	3141	149	2544	26	145	259	360
TIMM10	985	4701	6099	5270	3362	9687	3222	5278	5761	4614	1745	2617	6495	2551	3916	3244	1739	3954	6078	4362	12998	1776	2751	2422
TIMM10B	480	1259	1517	1718	776	2283	741	1289	2170	1041	304	370	1095	429	584	748	518	798	1058	1259	3525	441	594	410
TIMM13	917	7576	9409	9725	3928	15097	3471	7200	7433	5419	1208	3515	6166	2393	2682	1397	758	5500	15577	7312	8795	3227	3759	4264
TIMM17A	3276	2369	2130	3092	1011	3488	1046	1824	1324	1255	546	1609	3504	2218	1701	438	336	2085	1939	2567	992	262	422	399
TIMM17B	1042	17011	8129	17962	5732	26049	5090	7123	6416	7281	2317	2480	3020	2551	2579	2983	1025	10236	10292	10399	10548	1783	2208	2110
TIMM21	1351	190	262	218	0	0	22	37	1	13	0	0	0	0	0	0	1	4	0	220	0	252	244	239
TIMM22	3065	5442	2517	8120	2008	7613	1595	3109	1205	2309	1252	3291	3335	2009	832	649	44	2891	4516	4434	759	1287	1402	1392
TIMM23	1129	4654	1575	5860	1160	2180	865	1539	2638	2527	165	3031	1496	3299	1218	1581	105	2952	4245	3650	809	3710	4040	3217
TIMM29	1785	733	342	432	247	562	14	893	1	737	58	581	283	386	102	254	8	339	687	467	99	34	36	51
TIMM44	1816	1907	942	926	432	766	393	932	162	1440	141	1064	553	655	281	835	127	1607	1336	1456	1946	441	523	706
TIMM50	1179	16594	8044	12338	4296	16046	3847	4261	7867	5959	1677	5670	11697	5275	6221	3741	833	13914	11831	14007	11465	1246	1576	1854
TIMM8A	1216	1191	5712	3423	2431	3529	1687	5881	2363	3183	501	1899	2258	972	746	510	94	2369	6212	1826	3306	7560	10124	7622
TIMM8B	505	347	1102	689	485	1172	310	1713	901	772	223	334	696	198	435	532	141	627	1373	934	947	1476	1235	1488
TIMM9	2361	77	110	380	132	1	47	64	621	152	0	120	0	77	49	431	9	168	55	15	293	790	1068	831
TIMMDC1	2298	54	58	104	22	23	0	0	0	0	0	91	0	50	1	12	0	0	122	273	0	418	439	401
TIMP1	954	13025	2578	7700	2258	4786	2181	2004	673	1055	200	412	1907	568	1084	649	137	8491	2422	7769	1441	1619	2029	1843
TIMP2	1081	973	349	715	232	516	91	340	434	198	1	357	5	115	217	27	30	1193	403	1416	0	183	597	224
TIMP3	2134	124	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	6	18	3
TIMP4	1219	0	0	0	4	68	0	0	0	0	0	10	0	0	239	0	0	0	0	0	0	2	12	9
TINAG	2056	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1
TINAGL1	1931	1	0	0	18	106	26	0	0	65	0	251	122	101	1	0	20	0	25	83	0	4	11	0
TINF2	5360	1174	184	632	39	939	291	734	0	440	55	2003	523	1209	0	116	0	521	244	607	0	129	98	133
TIPARP	3826	379	8	4	141	448	1	155	0	6	1	3	0	23	9	12	0	97	0	0	0	119	198	166
TIPIN	1670	61	31	463	66	71	17	196	279	391	65	870	284	203	44	61	3	290	101	327	1559	1611	1265	1758
TIPRL	3166	252	275	388	85	62	4	280	1	27	45	176	180	68	43	163	237	168	399	375	0	895	1147	1268
TIRAP	5000	0	0	0	12	239	0	0	0	131	140	183	0	35	0	0	0	269	91	319	0	35	53	37
TJAP1	4201	283	0	0	14	71	0	80	0	57	30	47	126	1	0	76	0	15	57	100	3	14	18	10
TJP1	9089	102	131	76	147	462	20	102	2	250	31	123	166	156	89	17	0	1070	101	232	0	431	521	529
TJP2	5079	22	355	378	150	32	34	180	0	81	16	34	291	39	200	183	69	8	46	791	0	622	1007	748
TJP3	3485	769	275	1495	115	1359	487	0	1	262	0	1273	892	422	1	564	0	74	245	1450	0	49	69	35
TK1	1523	5434	2182	2652	825	1581	548	1136	607	1004	258	697	815	557	394	643	80	2006	3795	5472	6432	423	599	628
TK2	4022	160	118	374	51	133	225	236	37	255	67	443	160	305	118	1168	19	129	196	775	16	37	30	72
TKDP1	1638	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	17	0	3	0	25
TKDP2	1146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3
TKDP4	1096	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TKFC	2578	362	0	0	6	300	0	0	0	100	0	4	0	19	0	0	33	0	7	1	0	11	19	8
TKT	2062	10550	7554	6469	4506	5223	2142	3255	1827	3697	884	3148	1532	3209	978	1389	265	15752	10373	15321	3802	4214	6362	6781
TKTL1	2581	692	149	160	178	30	58	1	0	465	5	191	2	301	4	10	3	1480	105	748	0	1466	843	562
TKTL2	5370	0	0	0	2	0	0	2	0	0	0	125	0	0	11	0	0	29	0	9	0	83	56	22
TLCD1	1683	1222	160	779	59	1243	83	712	0	231	0	490	188	423	0	170	0	647	287	325	1	103	134	68
TLCD2	4534	0	0	0	3	0	5	0	0	0	0	0	0	0	1	3	1	5	0	0	0	0	12	14
TLDC1	3521	631	144	740	354	473	47	693	0	127	1	343	1	85	359	18	1	2318	411	1597	0	34	58	82
TLDC2	1919	0	0	0	0	0	0	0	0	7	0	0	0	6	0	0	0	0	7	0	0	5	17	7
TLE1	1624	125	190	303	36	49	25	0	2	80	59	173	6	24	92	17	5	0	116	227	1325	96	93	65
TLE2	2591	4	25	60	99	0	0	0	83	56	0	84	7	4	16	19	0	414	81	201	39	9	38	23
TLE3	5363	78	56	2	140	196	50	0	0	118	28	24	51	2	10	21	45	129	6	44	3	12	66	31
TLE4	4946	109	532	328	223	57	131	969	107	572	238	242	641	148	117	49	9	1439	27	326	1	634	769	557
TLE6	5249	214	205	395	90	109	153	300	0	139	174	641	67	392	8	104	2	248	318	1192	762	41	54	76
TLK1	9040	225	70	423	71	56	36	87	2	286	26	87	152	53	8	26	1	523	51	475	0	1203	1172	1031
TLK2	6035	7	1058	16	49	63	114	278	2	48	19	26	106	3	124	42	15	46	153	77	0	359	541	658
TLL1	3042	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	2
TLL2	6324	3	3	41	32	55	0	0	0	36	1	0	181	0	17	0	0	229	0	39	0	37	29	10
TLN1	8590	1218	662	1451	437	1081	395	204	385	661	62	174	44	178	177	257	103	592	605	2049	8	261	424	406
TLN2	9353	178	29	383	94	34	0	107	141	170	0	108	16	440	112	101	0	13	34	319	0	145	269	291
TLNRD1	1959	167	198	440	174	469	84	171	58	141	47	160	86	111	188	79	96	64	89	389	3	27	59	65
TLR10	3148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0
TLR2	5175	0	0	0	0	0	0	0	0	0	0	29	0	55	0	0	0	0	0	0	0	0	0	8
TLR3	3351	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	4	0
TLR4	3943	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TLR5	2581	0	0	0	0	0	0	0	0	0	0	41	0	0	0	0	0	0	0	0	0	0	0	3
TLR6	8663	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	2
TLR7	5253	0	0	0	0	0	0	3	0	24	0	0	0	1	0	0	0	23	0	0	0	48	23	17
TLR8	4452	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	2	0	4
TLR9	3255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TLX1	1008	0	0	0	0	0	0	8	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	3
TLX2	855	64	0	653	162	1356	87	248	0	88	69	1037	449	270	0	0	1	0	355	285	0	4	10	14
TLX3	876	0	10	0	5	1	0	1	355	15	1	70	38	5	0	0	0	0	0	0	0	1	1	1
TM2D1	3799	61	68	53	23	5	5	200	3	3	15	54	25	26	16	0	8	5	1	18	0	92	149	113
TM2D2	1124	534	16	410	107	103	98	0	74	172	60	350	475	200	233	351	142	651	314	624	0	180	242	189
TM2D3	1745	4610	1007	2450	613	2863	1376	1817	1595	2735	1559	3766	6715	2948	1671	763	9	2602	1708	3151	326	686	834	711
TM4SF1	1535	354	52	242	16	17	0	109	0	115	0	136	455	240	1	60	4	690	98	163	0	665	893	747
TM4SF18	1340	1	0	0	0	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	4	7	4
TM4SF19	1439	0	0	0	3	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	7	13	7
TM4SF20	954	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
TM4SF4	1205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
TM4SF5	839	8	13	60	6	3	14	42	135	11	0	5	0	39	18	0	0	99	21	52	0	13	12	12
TM6SF1	2632	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	15	9
TM6SF2	1544	1	0	106	25	134	0	1	0	0	0	73	185	0	236	346	0	0	3	331	0	7	10	19
TM7SF2	1741	1	0	200	0	271	0	0	0	36	0	49	1	95	0	2	0	0	0	5	0	4	6	4
TM7SF3	3679	538	4	820	57	289	98	127	0	170	1	313	228	240	0	55	1	89	100	384	0	57	88	104
TM9SF1	2411	691	629	581	191	47	204	148	1099	606	5	610	159	146	17	6	22	1153	17	1798	0	170	215	228
TM9SF2	2758	193	87	313	41	93	82	86	95	26	66	151	7	22	75	1	5	1288	91	1300	0	920	1010	822
TM9SF3	5323	140	292	429	228	206	253	214	487	182	85	154	290	204	350	148	114	440	79	387	683	1429	1324	1450
TM9SF4	4117	3751	1308	2287	459	903	1170	1574	941	1291	95	891	1743	190	45	14	9	6170	621	3781	267	218	289	247
TMA16	689	586	804	349	383	253	231	695	309	177	121	136	294	66	342	316	121	639	294	344	142	996	957	893
TMA7	373	830	3682	992	2008	1704	2063	4697	4551	1904	876	592	2429	632	4127	2406	520	993	3676	1004	2929	3352	3585	3649
TMBIM1	2327	3907	1076	3523	289	2235	41	1219	27	509	39	648	388	801	2	1481	0	1588	1304	3332	88	135	204	250
TMBIM4	2347	3287	941	3590	588	1944	716	869	965	1071	219	248	802	378	405	83	195	1560	1046	2087	1196	2404	2583	2615
TMBIM6	3147	26680	2878	12185	1694	7100	1106	2039	859	2524	553	968	749	1033	771	1273	208	13057	6272	17967	8554	10618	14440	9660
TMBIM7	2111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56	52	25
TMC1	4136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	1	3	2
TMC2	2712	0	0	3	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	5	0	7	8	3
TMC3	3792	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0
TMC4	2645	332	30	147	92	151	52	1	0	134	0	114	91	292	0	1	1	0	25	99	0	38	51	64
TMC5	5548	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42	0	0	0	0	0	0	0	0
TMC6	7371	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0
TMC7	4459	0	0	35	0	0	0	166	0	0	0	177	0	9	0	0	0	7	74	0	0	33	42	19
TMC8	8161	0	0	0	13	0	0	0	0	5	0	108	0	9	0	0	0	0	0	0	0	1	2	0
TMCC1	7983	1	399	348	149	13	13	5	293	406	19	520	139	66	126	1	0	575	106	55	180	173	148	175
TMCC2	5130	153	28	1	0	282	62	0	0	391	0	635	0	163	0	0	0	0	135	204	0	11	11	7
TMCC3	4226	630	338	26	99	910	210	8	0	1216	52	2107	81	853	130	354	2	1159	395	838	0	116	191	117
TMCO1	1211	1661	1103	1429	795	1186	318	1637	885	600	408	218	591	222	791	666	313	2018	472	1693	441	4302	4570	4348
TMCO2	702	0	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	9	6	5
TMCO3	2931	871	25	407	50	797	1	45	0	595	4	845	16	143	5	22	17	0	244	490	0	90	71	110
TMCO4	13619	0	0	0	0	6	42	0	0	0	0	4	0	0	0	0	0	38	13	83	0	3	3	10
TMCO5A	1499	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	1	0	1
TMCO5B	1412	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	4
TMCO6	3137	1143	717	519	153	2369	0	194	3	832	555	469	715	291	2	617	244	0	128	2370	1	214	247	232
TMED10	4998	1591	1209	2695	634	810	635	726	917	787	14	552	618	493	1119	837	863	2308	765	1678	3	1253	1296	1355
TMED1	1510	1993	188	1496	86	402	235	436	579	539	1	4	51	51	0	465	186	389	653	1645	347	72	79	70
TMED2	2129	1221	2111	3913	633	957	354	2272	1	840	153	663	2721	864	1004	1235	102	2309	1258	1935	1090	4467	4212	4502
TMED3	1396	7986	725	3915	972	2456	273	1124	253	1285	382	531	1024	329	508	44	17	3641	1815	4865	4419	179	390	324
TMED4	2056	3786	705	4152	653	4014	240	1212	1042	888	92	1447	476	980	499	79	2	2427	415	2446	413	340	298	391
TMED5	2051	1	33	547	30	1	0	47	0	4	0	138	4	0	12	0	2	4	3	180	0	513	475	418
TMED6	1208	79	153	12	94	53	0	0	0	53	0	21	3	0	0	0	1	2	130	20	0	222	237	231
TMED7	1304	771	164	1674	361	307	96	1077	6	597	327	1159	179	237	81	36	39	590	378	637	1250	1097	1411	1205
TMED8	8977	38	404	259	59	71	59	0	1	37	0	53	0	5	40	56	2	206	47	32	9	101	132	177
TMED9	1409	7243	1910	3760	1085	2194	1041	807	1433	1350	392	1178	1395	622	239	475	205	2607	2938	4153	3014	558	607	670
TMEFF1	2520	0	0	192	15	0	96	0	0	69	0	0	0	0	0	0	0	2	0	5	0	151	145	138
TMEFF2	1804	75	0	0	0	0	0	0	0	0	0	1	0	1	2	0	0	0	0	0	0	8	3	0
TMEM100	1981	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	8	0	0
TMEM101	1537	1661	246	720	104	489	291	78	340	631	0	419	422	179	0	13	1	8	87	524	7	22	27	45
TMEM102	2056	58	0	461	37	252	0	318	0	82	34	185	0	280	0	19	0	405	2	506	378	3	21	26
TMEM104	5461	942	449	322	41	418	183	541	472	168	170	685	77	260	0	0	1	694	134	629	0	31	76	56
TMEM106A	2526	1	0	1	0	1	0	376	1	418	0	137	6	300	208	16	0	1	142	255	0	5	24	28
TMEM106B	7270	91	0	0	0	3	0	0	0	8	0	19	1	29	0	0	0	5	0	0	0	18	76	73
TMEM106C	1786	0	183	5	2	401	120	266	0	210	353	1	0	226	0	0	0	0	15	287	0	139	241	165
TMEM107	828	0	0	0	32	83	0	0	0	27	2	52	166	3	0	144	0	45	29	0	0	29	51	21
TMEM108	2528	167	0	38	59	32	0	51	55	75	32	348	0	56	145	0	116	0	125	162	0	44	84	35
TMEM109	2002	9251	1254	4916	647	7633	376	2134	6	3006	644	3449	1223	1862	275	2292	21	3259	343	5158	105	229	244	372
TMEM110	5803	2100	1843	2020	832	2580	1068	508	127	1536	607	1646	1523	766	796	32	4	1131	1536	2725	114	309	394	342
TMEM11	1092	6113	5231	6594	2920	10680	4526	7397	6087	8970	2965	9145	19813	10773	9377	2791	410	4482	5137	4567	3122	994	1167	1265
TMEM114	1997	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TMEM115	2064	7699	343	1214	370	4412	85	1941	2109	2447	939	2275	651	890	667	678	375	2173	394	3674	10	130	152	174
TMEM116	2773	0	0	13	31	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	68	48	68
TMEM117	3525	0	0	0	0	0	0	0	0	0	0	38	0	42	0	0	0	0	0	20	0	4	4	11
TMEM119	2569	126	0	0	36	0	0	1	0	52	0	47	263	23	0	0	0	44	0	0	0	5	2	1
TMEM120A	1360	645	766	769	258	1207	370	963	728	561	117	284	708	41	119	15	0	277	305	893	847	61	89	110
TMEM120B	4842	303	368	88	125	109	174	477	228	144	28	373	146	305	0	4	0	175	82	139	0	57	62	43
TMEM121	1574	36	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	6	0	0	9	1
TMEM121B	4013	0	2	0	15	131	0	0	0	1	0	0	0	0	0	0	0	0	0	59	0	1	0	0
TMEM123	2605	35	239	7	23	8	0	0	21	50	0	0	0	9	5	0	0	12	0	83	0	107	266	207
TMEM125	1610	709	143	417	11	1293	2	398	0	508	1	472	146	449	1	124	1	0	4	429	0	1	0	6
TMEM126A	832	726	1692	1144	490	1025	414	1843	394	1116	89	285	225	390	907	371	8	578	1032	623	1265	1571	1626	1747
TMEM126B	1286	191	46	193	92	237	178	853	69	681	30	140	71	117	136	14	31	29	26	156	24	682	637	894
TMEM127	1690	1048	692	1201	411	1659	337	233	1076	256	46	305	450	222	217	466	87	668	831	783	1502	101	131	75
TMEM128	1318	880	415	923	68	379	157	569	322	361	144	164	281	126	425	172	35	550	657	705	1269	1971	1841	1825
TMEM129	2437	1925	263	208	354	887	59	1267	172	93	94	458	254	29	77	19	42	899	634	3113	13	47	43	55
TMEM130	2794	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0
TMEM131	6955	22	113	176	47	97	27	1	0	85	0	4	172	55	210	64	16	179	50	127	0	132	160	167
TMEM131L	6409	52	1	22	55	1	0	72	1	256	90	253	23	193	35	204	104	96	54	257	718	117	160	182
TMEM132A	3481	0	3	0	19	211	0	4	0	0	5	0	0	0	7	0	0	0	10	20	0	6	14	2
TMEM132B	8198	0	0	11	18	8	0	0	0	18	0	0	0	0	0	247	0	0	0	25	0	75	62	47
TMEM132C	5166	0	0	56	0	0	0	0	0	15	0	82	0	0	0	0	0	0	0	0	0	3	13	3
TMEM132D	5595	0	0	0	3	124	0	0	158	5	21	0	2	0	3	110	0	5	1	1	0	0	5	2
TMEM132E	6528	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TMEM134	922	1031	556	879	193	2532	230	34	1603	204	369	273	185	116	466	214	2	571	392	701	1002	56	49	67
TMEM135	3983	0	7	0	13	83	0	0	0	34	0	0	0	3	11	0	6	176	0	2	0	125	162	176
TMEM136	3888	0	2	0	0	0	0	0	0	67	0	57	0	0	0	0	0	0	0	63	0	20	34	31
TMEM138	3383	369	460	568	139	510	18	479	1	503	85	586	724	261	153	291	1	570	320	402	379	146	130	134
TMEM139	2542	1935	1188	1626	511	2280	485	1991	1310	1125	279	1295	2347	1083	409	575	12	1262	1384	1256	2	626	595	721
TMEM140	2088	0	0	0	0	0	0	0	202	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TMEM141	873	400	267	308	204	521	223	179	269	221	57	49	166	74	235	89	1	272	371	188	257	18	28	31
TMEM143	2392	0	0	280	41	591	36	0	3	329	5	279	615	191	31	0	3	290	166	103	0	11	10	19
TMEM144	5270	1	11	0	13	14	6	2	0	0	0	0	10	12	0	58	0	429	0	120	0	83	94	116
TMEM145	2501	128	6	0	5	666	14	1056	0	304	28	1036	272	516	15	0	175	376	134	55	0	0	9	6
TMEM147	1536	16713	7318	14470	5401	12399	6125	5984	8512	3798	2218	1610	8742	3557	7936	1249	1269	11336	7175	10439	9384	1572	1610	1880
TMEM14A	1770	295	11	500	65	543	85	615	705	132	102	162	105	80	177	24	5	492	291	231	0	552	901	558
TMEM14C	899	783	662	2003	318	1478	371	1341	431	733	184	272	247	499	254	543	146	893	1416	733	743	1843	1380	1993
TMEM150A	2721	837	457	1810	221	3283	288	2819	805	2331	258	1842	479	2389	281	1152	170	1635	750	2859	33	122	244	223
TMEM150B	1755	0	0	26	0	0	0	0	0	19	2	4	0	0	42	0	0	15	0	27	0	0	0	5
TMEM150C	3216	0	0	0	1	1	0	0	0	0	0	45	443	7	0	0	0	0	0	0	0	3	7	13
TMEM151A	2619	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TMEM151B	6360	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TMEM154	3504	0	13	0	0	0	2	0	0	3	0	0	0	0	0	3	0	0	3	0	0	1	0	0
TMEM156	1638	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	5
TMEM158	1618	125	6	6	8	22	27	43	0	72	0	95	135	98	19	8	11	0	15	180	0	5	2	10
TMEM159	1637	440	0	159	0	692	110	50	2	393	0	356	0	322	0	10	84	1	0	0	0	89	119	203
TMEM160	651	3938	2461	2629	1750	3658	2107	1920	2952	1742	599	507	1377	527	1401	936	239	2307	1568	2026	2319	382	311	607
TMEM161A	3169	2	48	466	23	32	0	0	0	57	1	254	0	258	0	101	0	893	1	83	0	1	22	16
