name	length	Blastocyst_SRR17972766_Rep1_R1	Blastocyst_SRR17972767_Rep1_R1	Blastocyst_SRR17972768_Rep1_R1	Blastocyst_SRR17972769_Rep1_R1	Blastocyst_SRR17972770_Rep1_R1	Blastocyst_SRR17972771_Rep1_R1	Blastocyst_SRR17972772_Rep1_R1	Blastocyst_SRR17972773_Rep1_R1	Blastocyst_SRR17972774_Rep1_R1	Blastocyst_SRR17972775_Rep1_R1	Blastocyst_SRR17972776_Rep1_R1	Blastocyst_SRR17972777_Rep1_R1	Blastocyst_SRR17972778_Rep1_R1	Blastocyst_SRR17972779_Rep1_R1	Blastocyst_SRR17972780_Rep1_R1	Blastocyst_SRR17972781_Rep1_R1	Blastocyst_SRR17972782_Rep1_R1	Blastocyst_SRR17972783_Rep1_R1	Blastocyst_SRR17972784_Rep1_R1	Blastocyst_SRR17972785_Rep1_R1	Blastocyst_SRR17972814_Rep1_R1	Blastocyst_SRR17972815_Rep1_R1	Blastocyst_SRR17972816_Rep1_R1
PKD1	14128	231	86	101	158	101	149	0	17	0	3	16	27	12	7	0	0	10	25	0	0	39	22	16
PKD1L2	7957	0	1	0	107	9	111	234	96	0	5	0	130	1	0	0	0	0	0	0	0	11	22	11
PKD1L3	4737	119	0	0	5	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	3	6	4
PKD2	4974	0	10	21	5	0	40	90	2	22	0	0	31	0	9	38	0	6	0	0	31	135	139	61
PKD2L1	4656	0	2	0	0	0	0	179	0	2	84	0	0	0	0	0	0	0	0	0	0	1	3	1
PKD2L2	2438	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	5	2
PKDCC	2466	48	207	17	10	1	9	0	1	0	0	0	0	0	0	0	6	1	0	0	1	2	2	0
PKDREJ	8514	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	4	0
PKHD1	12675	79	53	210	202	70	54	20	86	7	9	1	591	1	12	107	0	3	0	0	3	34	58	29
PKHD1L1	13626	0	8	0	2	0	17	0	13	0	5	0	0	0	0	0	0	0	0	0	0	8	15	10
PKIA	4100	316	67	391	473	936	416	480	780	113	673	339	399	170	385	222	302	18	84	0	203	606	527	260
PKIB	1789	0	2	87	9	10	11	72	4	32	0	1	0	0	2	0	16	16	22	0	0	33	33	6
PKIG	2049	0	32	40	21	41	37	27	63	0	33	0	0	1	1	332	68	0	0	1	0	6	5	8
PKLR	3071	0	44	147	25	12	79	0	0	0	0	5	0	0	0	8	11	0	0	0	0	12	9	2
PKM	2747	9494	10556	6779	6754	4243	7004	3353	5473	3525	3186	2956	3129	3512	2967	3197	3281	3513	3080	113	711	1352	1695	1012
PKMYT1	3138	924	1400	1088	1567	863	1212	748	1561	765	607	406	627	105	351	138	98	166	420	640	369	258	171	207
PKN1	3100	169	44	96	66	292	98	100	82	0	97	0	0	0	0	14	15	0	0	0	0	4	3	0
PKN2	6507	22	63	79	60	59	35	28	116	10	96	176	21	128	105	196	124	92	113	0	28	484	486	227
PKN3	4157	79	94	176	85	2	77	85	11	0	0	0	2	2	10	17	32	14	5	0	0	2	4	2
PKNOX1	5334	904	155	173	187	158	144	331	130	47	229	163	6	468	56	361	5	124	174	2	25	60	63	55
PKNOX2	3880	0	25	0	1	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	3	1	3
PKP1	2606	49	74	1	16	75	49	2	0	0	0	84	86	0	0	0	2	1	40	0	0	1	0	1
PKP2	3018	150	175	327	217	30	194	117	157	25	40	1	1	177	168	100	3	217	125	0	42	790	816	346
PKP3	2954	354	421	283	607	74	421	411	540	46	31	196	95	0	214	6	150	33	29	2	0	18	9	18
PKP4	5260	322	4	73	48	4	94	262	19	78	119	11	25	0	1	281	38	79	1	0	8	245	213	104
PLA1A	9319	0	0	52	11	0	0	0	0	1	0	0	0	0	0	5	66	0	0	0	0	1	8	5
PLA2G12A	3807	36	113	732	159	168	588	413	339	553	588	347	4	402	496	81	286	143	37	1	19	158	131	67
PLA2G12B	1040	190	0	0	0	0	0	1	0	0	0	0	59	0	0	0	0	0	0	0	0	1	1	1
PLA2G15	2732	3807	3118	3070	2993	1329	2698	2131	2925	920	1052	772	623	546	788	63	1240	129	95	8	23	238	269	139
PLA2G16	3775	23	235	167	2	0	51	165	190	37	0	0	0	0	0	0	148	0	140	0	0	9	26	5
PLA2G1B	623	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PLA2G2A	1683	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2	2
PLA2G2C	4189	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
PLA2G2D1	2268	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1
PLA2G2D4	2407	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0
PLA2G2E	429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PLA2G2F	5110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
PLA2G3	2606	0	0	3	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
PLA2G4A	2888	1	10	4	43	1	13	0	4	5	8	125	63	2	0	2	1	36	41	102	39	157	118	57
PLA2G4B	5188	1	67	10	6	0	0	1	44	0	0	0	0	0	11	0	0	0	0	0	0	7	15	5
PLA2G4D	3629	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	6	2
PLA2G4E	4999	0	54	56	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	8	5
PLA2G4F	2969	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0
PLA2G5	1364	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	1	0
PLA2G6	3339	205	181	354	140	253	369	228	64	0	55	2	144	76	206	0	1	43	52	0	8	43	47	21
PLA2G7	2319	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	12	2
PLA2R1	8776	36	3	10	50	0	10	99	13	87	19	11	1	2	0	0	0	2	46	0	9	37	54	25
PLAA	2777	83	332	668	385	19	159	122	87	0	54	11	22	123	382	198	16	132	18	0	34	521	424	357
PLAC1	929	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
PLAC8	3885	13324	7832	8437	5798	6605	7468	6371	8039	3720	4806	1841	3713	1244	3714	1687	1960	2585	3290	1064	837	3783	3744	2051
PLAC8L1	540	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	3	0	0	0	0	2	2	0
PLAC9	1112	80	54	154	111	161	108	70	108	62	42	163	178	46	46	1	115	47	58	1	40	41	29	31
PLAG1	8743	29	50	5	24	2	0	1	3	1	0	24	51	0	0	0	12	1	20	0	3	47	51	25
PLAGL1	3994	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	14	2
PLAGL2	5671	17	33	472	102	13	124	64	243	1	82	48	328	12	116	158	205	8	88	0	4	37	39	21
PLAT	2475	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	1
PLAU	3143	1370	1229	1012	984	565	567	162	775	69	121	144	19	73	252	478	461	112	212	0	44	554	1034	190
PLAUR	1308	224	21	56	1	0	0	192	28	2	1	11	88	0	1	114	0	0	90	1	3	5	7	3
PLB1	4740	0	31	155	87	456	24	203	96	0	0	50	0	0	0	0	0	14	0	0	0	21	16	13
PLBD1	2432	0	123	126	51	0	2	0	3	0	22	0	0	15	87	0	1	0	9	0	1	33	19	21
PLBD2	2653	469	1046	613	730	430	780	237	632	123	167	321	1342	211	250	528	107	129	147	9	52	60	36	57
PLCB1	6881	0	0	6	0	0	0	0	0	0	0	0	0	126	0	0	0	0	0	0	0	16	15	8
PLCB2	4771	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	4
PLCB3	5280	450	147	234	261	297	166	12	297	51	155	69	22	258	89	138	241	58	64	0	83	195	161	112
PLCB4	6917	0	2	4	88	19	91	1	21	0	0	8	16	48	1	0	0	95	70	0	40	107	93	73
PLCD1	2985	418	155	195	7	68	160	0	183	0	326	87	104	0	2	129	0	1	30	0	0	41	25	23
PLCD3	3198	24	278	121	88	43	104	12	335	59	69	1	0	229	0	0	71	38	0	0	2	28	48	15
PLCD4	5886	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	8	9	6
PLCE1	8809	5	113	6	54	1	207	0	9	4	1	0	22	10	0	0	0	2	8	0	23	48	45	28
PLCG1	4321	0	40	0	95	0	74	36	4	0	33	0	1	0	0	0	0	1	0	0	0	6	6	1
PLCG2	7275	0	211	58	122	0	88	0	120	47	31	1	0	2	13	2	10	58	18	68	100	150	118	86
PLCH1	12168	0	0	0	0	0	0	0	2	0	0	0	6	0	0	8	0	4	0	0	10	15	10	6
PLCH2	5276	0	3	208	0	0	33	0	0	0	7	0	0	0	0	0	0	0	4	0	0	7	10	11
PLCL1	5957	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
PLCL2	5179	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	5	2	4
PLCXD1	1530	191	19	38	70	0	21	81	0	1	84	81	155	0	0	0	60	0	0	0	0	1	1	1
PLCXD2	7719	0	28	0	67	0	49	0	109	0	0	0	0	0	0	0	0	0	0	0	0	9	25	1
PLCXD3	2171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
PLCZ1	2370	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1
PLD1	6731	0	2	0	3	0	0	0	37	0	0	0	0	0	0	46	5	0	0	0	0	6	19	7
PLD2	3447	2	204	152	470	126	32	111	429	0	249	3	292	1	9	0	0	26	95	0	1	64	80	19
PLD3	3884	3251	3716	2529	2811	1967	3118	1216	1865	782	1274	376	502	271	967	548	243	263	83	25	171	131	92	99
PLD4	1902	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
PLD5	2497	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	2
PLD6	936	1503	1161	985	1380	1109	1303	1788	1596	658	841	405	561	8	458	57	203	43	4	2	2	6	8	9
PLEC	16814	339	452	127	723	485	169	98	342	267	125	515	130	99	252	277	67	134	138	23	51	59	52	32
PLEK2	1455	33	6	1	0	150	0	0	0	0	0	0	0	0	6	0	0	150	0	1	0	12	12	3
PLEK	2782	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
PLEKHA1	4098	397	431	921	613	408	268	464	442	420	279	96	296	220	333	296	343	59	102	4	40	504	479	268
PLEKHA2	5832	27	1	31	50	180	52	0	0	139	0	0	0	67	12	22	115	1	0	0	24	29	19	19
PLEKHA3	4315	11	67	190	70	80	20	95	34	16	43	157	53	42	77	172	17	141	50	1	12	116	116	75
PLEKHA4	2814	12	2	52	11	4	24	8	7	4	12	56	5	21	16	29	5	12	4	0	1	5	15	15
PLEKHA5	5242	72	22	229	102	135	30	56	21	125	305	113	0	40	3	238	21	96	97	0	141	357	399	259
PLEKHA6	10506	0	74	0	122	15	114	102	54	0	0	16	334	0	0	301	0	151	49	0	0	69	83	54
PLEKHA7	7791	145	227	16	271	104	185	88	263	209	257	197	13	30	11	353	141	75	80	524	134	330	257	149
PLEKHA8	8505	129	235	95	57	2	125	33	6	0	118	36	79	36	0	30	211	18	0	1	4	107	94	50
PLEKHB1	2415	35	22	56	27	37	36	3	12	0	3	0	74	19	52	23	0	31	95	0	0	11	7	9
PLEKHB2	3479	408	230	415	539	34	484	0	469	245	493	16	196	181	8	0	69	17	56	0	6	387	340	181
PLEKHD1	3965	123	108	64	212	79	103	172	41	34	26	59	100	0	120	48	21	58	11	0	4	53	67	25
PLEKHF1	2947	709	792	1081	1076	906	1381	605	1625	597	976	510	988	679	349	147	352	1306	356	4	38	173	145	136
PLEKHF2	3182	107	17	145	50	194	62	100	36	37	106	198	210	79	45	72	8	39	25	1	31	291	265	222
PLEKHG1	8828	0	0	3	0	0	0	1	101	0	0	0	0	0	49	11	0	0	4	0	0	21	23	12
PLEKHG2	5303	248	183	34	77	51	80	4	2	1	32	2	153	32	146	70	77	110	20	2	21	71	45	61
PLEKHG3	5531	609	932	855	1019	579	478	509	381	285	199	312	595	22	442	407	422	332	413	1233	456	365	381	252
PLEKHG4	4794	0	0	1	13	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	45	19	20	20
PLEKHG5	6668	62	0	0	8	0	8	19	29	0	0	0	3	0	0	0	0	1	0	0	0	3	6	5
PLEKHG6	3047	620	184	178	154	68	140	329	30	245	169	0	31	100	72	20	7	4	10	0	0	41	41	29
PLEKHG7	5520	0	0	0	0	0	0	0	45	144	1	0	0	0	0	0	0	50	0	0	0	18	18	18
PLEKHH1	5660	199	0	117	8	3	6	51	1	0	4	2	26	1	195	0	0	1	8	0	0	27	24	13
PLEKHH2	6645	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	13	5
PLEKHH3	3653	25	2	118	193	43	225	13	33	0	18	51	106	18	1	0	0	0	0	0	52	22	21	16
PLEKHJ1	3015	1959	3058	2329	2892	3822	2830	2225	2630	1447	1279	722	993	1081	766	305	562	543	73	28	135	315	202	156
PLEKHM1	5951	34	113	23	182	104	30	36	292	1	207	50	398	1	13	37	22	103	10	0	32	48	68	30
PLEKHM2	4261	140	148	281	128	100	85	11	176	0	46	5	213	0	220	0	0	48	32	0	11	38	48	29
PLEKHM3	9097	0	0	0	18	0	4	0	0	0	0	113	0	0	0	0	1	0	0	0	12	21	14	17
PLEKHO1	2099	0	1	0	0	0	0	0	0	0	14	0	157	0	29	0	0	0	31	0	2	7	3	7
PLEKHO2	3617	3	111	58	219	44	27	0	199	25	102	173	0	26	0	4	0	38	50	0	1	34	40	11
PLEKHS1	4010	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2
PLG	2736	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	5	0
PLGRKT	964	103	153	442	122	112	193	68	314	41	50	9	66	0	0	256	44	23	11	0	16	148	115	69
PLIN1	3293	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	6	3
PLIN2	2477	1646	2473	2069	1946	1116	2116	2047	2942	752	2119	742	871	1570	489	557	567	680	559	59	133	737	560	652
PLIN3	3292	7962	10294	5802	6977	3612	4854	1804	3288	1551	2084	823	1176	1492	1781	1091	970	591	590	30	354	815	780	546
PLIN4	7337	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	6
PLIN5	1882	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
PLK1	2170	645	1539	947	1327	501	1106	1104	1879	770	1034	65	344	47	689	871	309	257	95	624	268	145	109	83
PLK2	2757	563	95	347	390	71	435	51	360	237	205	132	359	26	329	209	111	36	305	4	133	171	201	93
PLK3	3190	138	644	731	871	603	1506	77	856	1441	1044	578	367	1011	26	0	253	106	18	5	14	24	21	27
PLK4	3443	126	131	27	243	39	478	77	22	0	94	52	0	6	28	3	8	7	23	1	1	188	238	127
PLK5	1818	0	0	0	25	0	0	0	20	0	1	132	9	0	239	0	86	0	10	0	0	4	0	1
PLLP	1511	1070	1286	1781	1250	971	1654	894	844	320	1895	141	82	701	539	489	117	95	62	14	89	256	318	136
PLN	4874	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	1
PLOD1	3079	0	352	2	146	0	103	0	2	285	0	14	0	0	0	0	0	14	27	0	0	2	6	2
PLOD2	3903	66	0	2	20	34	15	15	4	36	19	3	9	42	2	56	4	19	17	0	8	21	40	8
PLOD3	2889	439	445	505	231	346	556	150	116	312	383	46	200	5	11	9	1	118	32	0	257	61	50	37
PLP1	2924	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
PLP2	928	2488	1953	1973	2539	3026	3768	3920	4543	3757	3193	1405	2753	1393	1306	1270	1269	1065	1332	239	440	444	322	278
PLPBP	2201	2130	1423	1860	1510	1357	840	784	998	412	701	296	53	263	478	1202	117	132	467	5	26	573	498	331
PLPP1	3101	6	410	22	131	165	263	280	105	127	17	100	304	0	34	11	11	3	9	0	11	141	126	76
PLPP2	1260	2901	1709	2525	2130	2198	2385	2137	2769	737	1041	1225	938	662	451	1039	715	233	350	8	113	139	153	105
PLPP3	1588	280	617	856	477	686	481	713	635	314	477	112	588	294	361	29	28	9	49	0	21	37	34	38
PLPP4	857	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	1	0	1
PLPP5	1966	489	64	47	154	289	229	41	339	216	206	25	0	9	35	185	16	1	127	0	2	169	207	109
PLPP6	1147	270	338	341	178	355	54	436	320	212	215	190	290	17	4	65	4	52	34	5	51	42	36	39
PLPP7	1950	0	0	8	35	0	0	0	117	0	181	0	2	0	0	0	1	0	0	0	0	3	2	15
PLPPR1	2855	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	4
PLPPR2	4339	0	0	1	26	64	16	72	0	91	0	0	0	0	0	0	0	0	0	0	0	1	4	1
PLPPR3	2406	0	10	28	18	6	0	5	0	0	0	0	0	5	0	0	1	0	0	0	0	2	2	0
PLPPR4	5123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
PLPPR5	4527	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0
PLRG1	3321	773	722	796	1070	1875	1478	923	1003	607	559	209	762	158	386	346	161	143	254	915	84	685	631	402
PLS1	3336	224	279	476	441	531	85	417	343	98	64	290	337	24	126	131	31	58	104	1	55	1378	1854	339
PLS3	3312	11	1	186	56	3	202	2	6	75	3	0	0	0	0	0	5	0	8	0	0	45	82	52
PLSCR1	4955	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	3
PLSCR2	2251	208	79	74	63	39	195	91	301	67	29	16	35	14	0	41	0	32	27	1	37	262	297	126
PLSCR3	1969	96	114	0	108	2	67	52	47	0	130	11	0	2	0	0	7	2	12	0	0	26	21	6
PLSCR4	3436	15	21	70	55	86	45	8	19	1	110	0	58	10	24	53	14	50	52	59	22	198	174	90
PLSCR5	1168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PLTP	2616	0	0	0	0	0	0	0	0	0	0	0	0	91	0	0	2	0	0	0	0	0	8	1
PLVAP	2030	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
PLXDC1	2828	0	0	0	0	5	3	0	1	312	0	0	5	0	0	0	0	27	1	0	0	3	7	2
PLXDC2	13745	0	2	20	55	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	26	26
PLXNA1	9621	41	21	0	14	4	40	0	1	0	22	0	26	0	23	38	0	2	0	0	0	14	10	12
PLXNA2	12231	0	0	10	0	233	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	8	7	10
PLXNA3	1746	0	0	0	4	0	0	0	1	0	0	0	0	0	0	0	0	0	34	0	2	8	7	1
PLXNA4	13309	0	0	0	0	15	0	7	2	0	0	0	0	0	0	0	0	0	19	0	11	0	11	6
PLXNB1	7935	331	129	174	165	6	97	0	49	0	1	68	23	0	0	0	1	97	0	0	0	25	23	31
PLXNB2	7093	1514	1804	1814	1369	487	1074	254	397	287	492	149	780	739	758	206	838	460	76	0	232	289	290	275
PLXNB3	6624	0	0	2	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	4	0
PLXNC1	7127	0	0	1	42	47	52	0	2	0	7	0	5	453	0	0	36	1	5	1	1	64	35	64
PLXND1	6774	0	0	0	2	12	7	3	9	0	26	14	79	0	0	0	17	2	3	0	0	8	3	4
PM20D1	2175	1257	470	579	516	92	789	183	180	69	132	138	164	2	335	146	372	131	72	0	21	98	91	69
PM20D2	1287	0	0	102	9	0	0	25	0	0	2	0	154	0	22	0	0	0	0	0	0	1	3	4
PMAIP1	2393	9	113	194	217	241	171	377	392	5	277	60	262	4	77	60	144	9	66	0	10	132	148	57
PMCH	534	9	0	0	0	0	0	0	0	0	8	0	0	6	0	0	0	0	0	0	0	5	0	0
PMEL	2508	0	0	52	85	5	8	47	0	0	1	0	0	0	0	0	1	2	3	0	5	4	9	5
PMEPA1	4849	86	126	94	81	10	92	61	33	4	40	82	2	5	25	2	167	4	16	1	13	69	56	39
PMF1	1098	1139	645	522	1018	982	1338	996	982	546	397	413	375	98	172	1	163	70	315	1	36	100	122	87
PMFBP1	4480	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	5	8
PML	7709	0	155	181	76	4	68	7	31	37	49	0	2	1	2	32	19	0	3	0	0	19	8	10
PMM1	1561	3091	3532	2490	4200	3217	4074	2372	3833	2077	1885	631	1429	1078	637	477	1317	397	257	1928	233	352	324	227
PMM2	2317	907	533	404	476	262	240	484	318	47	87	159	123	220	168	64	332	87	8	0	10	123	92	118
PMP2	1485	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
PMP22	1951	0	6	0	1	1	5	133	0	17	18	0	0	0	0	310	0	0	30	0	0	12	45	20
PMPCA	2319	1417	955	1064	2044	743	969	153	256	1145	769	129	151	37	617	0	92	9	37	0	78	165	168	80
PMPCB	1611	211	137	471	423	138	661	87	251	71	318	346	74	18	115	54	25	247	81	1	149	506	428	359
PMS1	3536	3	20	226	78	37	29	117	41	15	19	8	0	0	3	6	10	29	31	0	75	179	109	147
PMS2	3229	63	104	153	86	163	84	47	49	1	58	119	0	2	0	1	2	156	47	0	30	47	41	23
PMVK	6653	390	517	749	663	645	771	291	612	133	124	140	153	165	180	6	16	58	61	0	16	93	91	43
PNCK	1718	43	0	0	0	0	0	0	28	0	21	0	0	0	0	0	0	0	7	0	0	3	0	0
PNISR	3882	24	4	1	159	160	16	76	0	4	7	32	7	2	17	39	52	7	1	0	11	651	800	452
PNKD	3725	1145	803	1214	1012	1273	1274	1230	1379	1272	922	533	1013	415	567	326	313	240	304	2	145	107	76	82
PNKP	2253	0	48	0	33	8	18	7	75	0	38	2	120	0	0	38	54	6	0	0	1	4	22	11
PNLDC1	7027	189	0	8	22	0	0	0	75	315	312	4	0	0	158	0	1	51	0	0	3	20	25	30
PNLIP	1480	122	0	135	0	51	39	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	5
PNLIPRP2	1602	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	4
PNLIPRP3	5520	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	0
PNMA1	2653	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	9	15	4
PNMA2	4356	25	0	0	4	0	77	0	0	0	1	0	1	0	1	25	41	0	4	0	0	34	47	7
PNMA5	1659	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2
PNMA6E	3662	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
PNMA8A	3743	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2
PNMA8B	5844	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	56	0	0	0	0	3	6
PNMT	1045	0	0	0	0	79	44	98	0	1	0	0	118	0	0	1	0	0	0	0	0	1	1	7
PNN	5925	117	353	1091	636	93	411	125	672	594	132	236	289	42	88	455	19	225	120	15	201	1038	1410	632
PNO1	1166	316	83	741	367	212	422	179	286	71	35	392	188	75	193	42	125	24	148	8	41	351	315	235
PNOC	1423	0	0	0	2	0	0	0	0	0	0	0	0	118	0	0	7	0	0	0	0	1	1	1
PNP	2176	3460	2795	1803	1727	2025	1169	693	722	317	920	165	1254	221	478	577	411	383	384	294	144	521	444	274
PNPLA1	9524	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	44	0	0	4	10	1
PNPLA2	2179	103	51	24	47	247	225	124	51	105	89	94	6	0	28	0	46	24	8	0	10	11	9	12
PNPLA3	1772	1033	1288	725	999	1220	1006	471	903	366	521	70	256	74	492	1	198	194	53	1	32	217	189	100
PNPLA4	3032	414	412	321	367	224	758	319	295	298	299	239	122	100	380	3	416	0	132	0	6	51	32	40
PNPLA5	1479	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0
PNPLA6	6167	395	488	180	592	586	392	205	136	78	54	130	103	114	0	1	23	12	1	0	2	155	130	75
PNPLA7	5065	1	29	0	33	0	1	232	52	40	1	10	0	0	0	0	0	0	0	0	0	16	8	8
PNPLA8	4717	23	25	95	18	9	65	21	72	71	26	40	27	19	347	99	249	103	100	0	17	196	214	109
PNPO	1482	1023	870	846	1145	1022	518	520	754	369	259	89	268	169	328	145	106	100	39	1	25	75	40	58
PNPT1	3161	352	56	332	186	160	331	169	176	226	268	317	7	433	126	395	316	635	359	1	236	506	506	256
PNRC1	1765	994	540	1143	1042	974	1097	1510	1612	1002	794	766	1312	1640	505	867	928	1227	1433	139	244	760	615	424
PNRC2	2426	182	125	678	326	298	540	177	298	56	147	246	70	46	250	255	210	78	73	289	25	723	603	382
POC1A	2402	4295	3596	2950	2490	4217	4965	3652	3746	5462	2728	1320	2273	968	2083	1400	2189	206	479	191	213	297	233	225
POC1B	3828	0	113	0	38	0	14	82	0	0	0	7	0	131	0	1	0	51	3	0	0	54	49	40
POC5	4206	98	61	22	116	0	299	268	12	0	32	0	4	7	86	24	18	8	2	0	9	63	70	39
PODN	5049	4	8	139	19	4	2	51	148	36	7	1	0	10	0	0	1	24	0	0	0	10	14	8
PODNL1	3682	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	1
PODXL2	2014	75	91	154	234	99	240	1	104	99	60	0	131	0	1	0	0	0	0	0	1	4	0	2
PODXL	5654	21	29	59	123	18	57	89	24	36	17	4	39	19	63	0	54	52	2	0	3	93	89	68
POF1B	3799	1	0	35	7	0	0	16	14	2	0	2	0	0	0	9	4	1	7	0	18	41	60	22
POFUT1	6303	0	101	3	35	188	89	2	6	21	4	62	10	0	182	32	0	0	54	299	3	57	64	53
POFUT2	2230	718	363	803	572	965	926	826	240	1067	361	59	90	38	0	1	51	30	22	0	1	85	58	55
POGK	5143	2	256	79	57	43	76	187	28	254	20	1	20	8	18	17	116	60	215	0	2	215	179	92
POGLUT1	2480	1	0	90	15	0	7	0	210	0	2	0	11	47	0	0	0	5	0	0	0	7	10	7
POGZ	6712	55	120	209	220	315	79	170	151	157	253	168	133	298	365	222	90	71	82	69	49	246	274	148
POLA1	5934	36	80	139	148	72	24	567	61	218	55	31	199	275	17	261	60	51	97	0	12	262	311	168
POLA2	3278	390	182	94	445	288	374	464	238	81	45	161	49	11	34	47	55	43	59	0	17	63	73	59
POLB	1305	426	388	1191	301	194	1195	310	202	257	241	181	128	4	104	180	7	65	35	14	96	270	283	152
POLD1	3527	927	1301	944	1605	576	1596	894	1389	122	928	516	517	169	80	6	69	331	136	2	153	271	244	236
POLD2	2296	1362	1091	568	1078	1106	1023	754	927	491	628	624	449	17	442	180	441	371	81	123	243	98	112	81
POLD3	4011	229	123	355	284	153	490	437	4	633	78	43	191	48	34	183	106	88	78	148	119	149	141	233
